np_val,open,high,low,close,volume
-29.209000766277313,270000,271000,265000,266000,55999
0,266000,267500,262500,265000,39816
0,121000,123500,119500,122000,54727
0,122000,124000,121500,122500,41385
0.24684277176856995,122000,122000,118500,119000,72358
0,118500,120500,117500,118500,50972
0,430500,434500,426000,432500,32735
0,431500,433500,428000,430000,19143
-0.20136219263076782,428500,436500,427500,429000,25407
0,427000,428000,414500,416500,44231
0,102500,103500,101500,102500,51047
0,103000,104000,100500,102000,81040
-0.20136219263076782,101500,101500,100000,100500,66653
0,100500,101000,99100,99900,67999
0,430500,434500,426000,432500,32735
0,431500,433500,428000,430000,19143
6.007588177919388,428500,436500,427500,429000,25407
0,427000,428000,414500,416500,44231
0,102500,103500,101500,102500,51047
0,103000,104000,100500,102000,81040
6.007588177919388,101500,101500,100000,100500,66653
0,100500,101000,99100,99900,67999
0,6140,6200,6050,6200,3293193
0,6230,6230,6090,6140,2668770
-7.714973419904709,6070,6190,6070,6150,1918920
0,6150,6260,6100,6230,2733469
0,430500,434500,426000,432500,32735
0,431500,433500,428000,430000,19143
-4.000559478998184,428500,436500,427500,429000,25407
0,427000,428000,414500,416500,44231
0,102500,103500,101500,102500,51047
0,103000,104000,100500,102000,81040
-4.000559478998184,101500,101500,100000,100500,66653
0,100500,101000,99100,99900,67999
0,120500,124500,119500,123000,148460
0,120000,121000,118000,119500,168222
-76.33795887231827,118000,122500,117000,120500,101265
0,125000,127000,119000,119000,308386
0,77500,77600,76800,77400,17055590
0,77600,77700,77100,77300,12247274
92.20816224813461,77300,77700,77000,77700,11699798
0,77700,77800,76200,76300,15406382
0,205000,209000,204500,208500,525020
0,209500,210500,206000,207000,413926
92.20816224813461,205000,206000,203500,204000,584898
0,204000,204000,200500,201500,719631
0,269500,274500,267500,271500,188668
0,273500,273500,268000,269000,156348
1.1309481263160706,266000,269000,263000,266500,189366
0,266500,267000,260000,262500,278724
0,41050,42300,40500,41450,1093446
0,41350,41350,38550,40400,1783504
1.1309481263160706,41050,42800,41050,41850,1098745
0,43900,49400,43550,47750,8317214
0,269500,274500,267500,271500,188668
0,273500,273500,268000,269000,156348
-2.386042594909668,266000,269000,263000,266500,189366
0,266500,267000,260000,262500,278724
0,116500,118000,114000,115000,6314773
0,116000,121000,116000,119500,5327603
-26.61486279964447,120000,122500,119500,120000,3635942
0,120500,121500,117500,117500,3445583
0,138500,141000,137500,140000,107815
0,140500,141500,136000,138000,123688
-0.6791006624698639,137000,140500,135000,137000,75576
0,136500,136500,133500,134500,124845
0,430500,434500,426000,432500,32735
0,431500,433500,428000,430000,19143
-2.630156844854355,428500,436500,427500,429000,25407
0,427000,428000,414500,416500,44231
0,102500,103500,101500,102500,51047
0,103000,104000,100500,102000,81040
-2.630156844854355,101500,101500,100000,100500,66653
0,100500,101000,99100,99900,67999
0,712000,760000,701000,760000,762911
0,770000,770000,746000,761000,399539
88.78405797481537,763000,770000,757000,770000,234240
0,777000,783000,765000,776000,293276
0,94000,95700,93700,95300,242646
0,95300,96000,94800,95200,159950
88.78405797481537,94600,96100,94400,95700,131340
0,95300,95700,93800,93800,229044
0,269500,274500,267500,271500,188668
0,273500,273500,268000,269000,156348
156.1067032814026,266000,269000,263000,266500,189366
0,266500,267000,260000,262500,278724
0,172000,177500,172000,174500,309712
0,177500,183000,166000,176000,997770
156.1067032814026,179000,194000,179000,191000,1166657
0,191500,196000,184500,192500,742259
0,32150,33000,31900,32850,682694
0,33050,33600,32650,33150,666456
2.3371548652648926,33100,33950,33000,33500,727021
0,33500,33900,33000,33150,608926
0,117000,118000,115500,117500,79612
0,117500,118000,116000,116500,46001
15.61474984884262,116000,117000,115500,115500,56492
0,115500,116500,113500,114500,90023
0,34550,35200,34150,34950,450440
0,35150,36300,34550,34650,477457
-9.29336005449295,34550,36150,34450,35450,510333
0,35450,35850,34950,35600,389092
0,121000,123500,119500,122000,54727
0,122000,124000,121500,122500,41385
2.1469181180000305,122000,122000,118500,119000,72358
0,118500,120500,117500,118500,50972
0,116500,118000,114000,115000,6314773
0,116000,121000,116000,119500,5327603
37.89586731791496,120000,122500,119500,120000,3635942
0,120500,121500,117500,117500,3445583
0,66900,67200,66200,66400,1281700
0,67100,69500,67000,69000,2125450
37.89586731791496,69000,69700,67500,69700,1323980
0,70100,71200,69300,70600,1906190
0,49500,50700,49500,50100,518121
0,50600,50600,49000,49050,615333
80.36427599191666,49150,53400,49150,52300,1754988
0,53200,53600,51500,51700,1103399
0,99700,102000,98700,100500,48698
0,100000,100500,96500,97000,69034
80.94003343582153,96000,99900,95900,98100,43576
0,97500,103000,96600,102000,90513
0,299000,311000,298500,310000,330711
0,310500,312000,307500,308500,177203
48.597622126340866,307500,324500,307500,319000,418513
0,318000,320500,315000,315500,310007
0,269500,274500,267500,271500,188668
0,273500,273500,268000,269000,156348
48.597622126340866,266000,269000,263000,266500,189366
0,266500,267000,260000,262500,278724
0,43850,43850,42800,43050,355310
0,42900,43450,42700,42750,283073
-0.5069484710693359,43050,43950,42800,43700,357368
0,43600,44950,43450,44800,394641
0,46150,46500,45400,46150,747169
0,45350,45450,44450,44950,645554
-1.081254005432129,45000,45400,43900,44400,548438
0,44050,44800,43650,44150,467956
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-12.317483842372894,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-5.478955268859863,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-13.006394565105438,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-32.393591552972794,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-5.0337763130664825,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-0.5061743259429932,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
15.746050864458084,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
4.924959778785706,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-13.688046008348465,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-8.739987760782242,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-25.065891712903976,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
32.258059948682785,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,495000,502000,488000,493500,236970
0,485000,501000,483000,500000,307363
43.29837974905968,504000,504000,488500,493000,212264
0,489000,502000,489000,498000,206449
0,43850,43850,42800,43050,355310
0,42900,43450,42700,42750,283073
1.6254838705062866,43050,43950,42800,43700,357368
0,43600,44950,43450,44800,394641
0,46150,46500,45400,46150,747169
0,45350,45450,44450,44950,645554
1.0511783361434937,45000,45400,43900,44400,548438
0,44050,44800,43650,44150,467956
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
1.7051570415496826,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-34.67471173405647,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-2.07232329249382,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
0.15906265377998352,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-15.51030221581459,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-5.261447072029114,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-32.637861520051956,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,76300,77200,75900,77200,16289502
0,77500,77600,76800,77400,17055590
51.057945251464844,77600,77700,77100,77300,12247274
0,77300,77700,77000,77700,11699798
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
66.11761111021042,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,272500,278000,269000,273500,314171
0,269500,274500,267500,271500,188668
-13.126723825931549,273500,273500,268000,269000,156348
0,266000,269000,263000,266500,189366
0,10200,10200,10100,10200,1012035
0,10100,10200,10050,10100,1625178
-4.2380735874176025,10150,10250,10100,10150,1585587
0,10150,10250,10150,10200,625426
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
19.853624254465103,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,712000,713000,701000,701000,337421
0,712000,760000,701000,760000,762911
42.11530423164368,770000,770000,746000,761000,399539
0,763000,770000,757000,770000,234240
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
42.11530423164368,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,93500,94700,93100,94600,206462
0,94000,95700,93700,95300,242646
42.11530423164368,95300,96000,94800,95200,159950
0,94600,96100,94400,95700,131340
0,190500,191000,184000,190000,404779
0,186000,190500,185000,189500,221695
67.96482479572296,188500,189000,184000,184500,243545
0,183000,185000,180500,184000,163383
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
43.95339301228523,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
108.4251540005207,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
33.26429834961891,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,272500,278000,269000,273500,314171
0,269500,274500,267500,271500,188668
22.432450741529465,273500,273500,268000,269000,156348
0,266000,269000,263000,266500,189366
0,173000,177500,169500,175500,329971
0,172000,177500,172000,174500,309712
22.432450741529465,177500,183000,166000,176000,997770
0,179000,194000,179000,191000,1166657
0,93500,94700,93100,94600,206462
0,94000,95700,93700,95300,242646
56.11705946922302,95300,96000,94800,95200,159950
0,94600,96100,94400,95700,131340
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
28.41124314069748,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
6.384738028049469,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
-27.858103275299072,116000,121000,116000,119500,5327603
0,120000,122500,119500,120000,3635942
0,42600,42650,41350,41500,858617
0,41050,42300,40500,41450,1093446
-19.486978322267532,41350,41350,38550,40400,1783504
0,41050,42800,41050,41850,1098745
0,23950,24300,23950,24250,1605275
0,24250,24500,24050,24500,2393322
93.61336115002632,25300,25500,24100,24200,9022665
0,24050,24200,23650,23800,3276572
0,276000,276000,266500,267000,354210
0,271000,276000,270000,275500,669719
93.65776413679123,287000,291000,282500,284500,1233089
0,285000,285500,274000,274500,633897
0,716000,723000,713000,716000,251126
0,712000,713000,701000,701000,337421
50.88333633542061,712000,760000,701000,760000,762911
0,770000,770000,746000,761000,399539
0,123000,125000,121000,121500,4770936
0,121500,121500,118000,119500,4807631
50.88333633542061,116500,118000,114000,115000,6314773
0,116000,121000,116000,119500,5327603
0,95700,96500,94400,94800,151108
0,93500,94700,93100,94600,206462
50.88333633542061,94000,95700,93700,95300,242646
0,95300,96000,94800,95200,159950
0,716000,723000,713000,716000,251126
0,712000,713000,701000,701000,337421
39.32407960295677,712000,760000,701000,760000,762911
0,770000,770000,746000,761000,399539
0,95700,96500,94400,94800,151108
0,93500,94700,93100,94600,206462
39.32407960295677,94000,95700,93700,95300,242646
0,95300,96000,94800,95200,159950
0,192500,194000,190500,191000,252376
0,190500,191000,184000,190000,404779
109.3479437828064,186000,190500,185000,189500,221695
0,188500,189000,184000,184500,243545
0,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
25.143445670604706,269500,274500,267500,271500,188668
0,273500,273500,268000,269000,156348
0,134500,135500,131000,131000,68254
0,130500,136500,129000,135000,76098
102.83171370625496,135000,136000,133000,134500,57507
0,135000,141500,133000,133500,147198
0,37500,37500,36200,36300,109736
0,36600,36600,35600,35650,91951
169.88882163167,35550,37350,34900,37100,190886
0,37150,39450,36800,38550,402941
0,716000,723000,713000,716000,251126
0,712000,713000,701000,701000,337421
44.19275584816933,712000,760000,701000,760000,762911
0,770000,770000,746000,761000,399539
0,95700,96500,94400,94800,151108
0,93500,94700,93100,94600,206462
44.19275584816933,94000,95700,93700,95300,242646
0,95300,96000,94800,95200,159950
0,123000,125000,121000,121500,4770936
0,121500,121500,118000,119500,4807631
-52.58362865447998,116500,118000,114000,115000,6314773
0,116000,121000,116000,119500,5327603
0,716000,723000,713000,716000,251126
0,712000,713000,701000,701000,337421
60.305011838674545,712000,760000,701000,760000,762911
0,770000,770000,746000,761000,399539
0,123000,125000,121000,121500,4770936
0,121500,121500,118000,119500,4807631
60.305011838674545,116500,118000,114000,115000,6314773
0,116000,121000,116000,119500,5327603
0,95700,96500,94400,94800,151108
0,93500,94700,93100,94600,206462
60.305011838674545,94000,95700,93700,95300,242646
0,95300,96000,94800,95200,159950
0,23950,24300,23950,24250,1605275
0,24250,24500,24050,24500,2393322
39.7922123670578,25300,25500,24100,24200,9022665
0,24050,24200,23650,23800,3276572
0,123500,127500,122000,122500,9078817
0,123000,125000,121000,121500,4770936
21.47957554459572,121500,121500,118000,119500,4807631
0,116500,118000,114000,115000,6314773
0,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
-1.340573936700821,123000,125000,121000,121500,4770936
0,121500,121500,118000,119500,4807631
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
15.533535331487656,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
6.369079947471619,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,115500,120000,115500,118500,499195
0,117000,119000,115500,117500,233150
45.671156108379364,119000,119500,116500,118500,321544
0,118500,119000,104000,105500,1935479
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
15.243423700332642,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,273500,281500,273500,276500,83644
0,276500,278000,274000,275000,42319
1.3929117619991302,276000,276000,270500,271500,45400
0,270500,274500,268500,271000,71323
0,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
-51.48242086172104,249000,251500,235500,237000,913273
0,234500,241000,232000,240000,566348
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
-51.48242086172104,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,37300,37700,36450,36600,362290
0,36300,36900,36150,36550,176350
147.58775767683983,36950,37150,36000,36150,177950
0,35800,35850,35450,35700,136940
0,18050,18500,18000,18200,825957
0,18250,19300,18050,18800,2484995
101.30068835616112,19150,19200,18650,18850,1228544
0,18900,19450,18600,19200,1850202
0,35300,36300,35300,35500,476263
0,35450,35850,35050,35400,363644
101.30068835616112,35500,35700,35100,35300,382463
0,35200,35350,34800,35050,334613
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
13.561742275953293,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
7.355573296546936,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,77100,77700,76600,76600,18167057
0,77400,77400,76400,77000,12829128
3.981379121541977,77300,77400,76100,76100,13067622
0,76300,77200,75900,77200,16289502
0,31600,32650,31550,32450,6655900
0,32200,32550,31800,32550,2788866
37.574008762836456,32850,32900,31950,32100,2090753
0,32800,33300,32200,32950,5139632
0,63100,65800,63100,64700,130622
0,64200,65300,63800,64400,84642
37.574008762836456,64300,64900,62700,62700,92601
0,62800,63900,62400,62500,141549
0,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
17.797766089439392,249000,251500,235500,237000,913273
0,234500,241000,232000,240000,566348
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
17.797766089439392,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,691000,745000,688000,744000,193191
0,751000,763000,740000,753000,92124
7.669569820165634,753000,813000,747000,777000,168244
0,787000,823000,770000,810000,157213
0,122500,125500,122500,123500,77572
0,122500,125000,120500,122500,59568
6.536721915006638,122000,125000,121000,124500,84908
0,125000,125500,122500,123000,57822
0,691000,745000,688000,744000,193191
0,751000,763000,740000,753000,92124
9.049603968858719,753000,813000,747000,777000,168244
0,787000,823000,770000,810000,157213
0,122500,125500,122500,123500,77572
0,122500,125000,120500,122500,59568
7.916756063699722,122000,125000,121000,124500,84908
0,125000,125500,122500,123000,57822
0,39300,39450,38500,38850,890372
0,38900,41000,38850,40800,1978242
121.94736152887344,40800,43150,40450,42350,2136942
0,42600,42650,41350,41500,858617
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
23.7712422311306,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
72.46214231848717,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
-7.033508360385895,123000,125000,121000,121500,4770936
0,121500,121500,118000,119500,4807631
0,96200,96900,95500,96600,215211
0,94600,96700,94600,95700,195045
-2.638896405696869,95700,96500,94400,94800,151108
0,93500,94700,93100,94600,206462
0,84500,86400,84100,86200,46995
0,85200,86400,84600,85100,41284
-2.638896405696869,85200,85700,84200,84200,49382
0,83700,85300,83000,84500,41797
0,90100,95600,90000,94500,114276
0,94000,97600,93800,96600,100300
5.404352843761444,97500,102500,96800,102000,132920
0,101000,105000,99300,100000,118976
0,459000,477000,449500,464000,71722
0,458000,462500,453000,455500,38850
106.95942783355713,458000,473000,453000,458000,59434
0,457500,457500,446500,454000,51681
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
47.5318728685379,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,31600,32650,31550,32450,6655900
0,32200,32550,31800,32550,2788866
0.007258862257003784,32850,32900,31950,32100,2090753
0,32800,33300,32200,32950,5139632
0,31600,32650,31550,32450,6655900
0,32200,32550,31800,32550,2788866
15.691700667142868,32850,32900,31950,32100,2090753
0,32800,33300,32200,32950,5139632
0,741000,756000,741000,755000,197540
0,761000,761000,747000,750000,126911
-35.10969215631485,735000,743000,710000,725000,721596
0,724000,732000,720000,725000,261206
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
45.24238711595535,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
3.365943342447281,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,741000,756000,741000,755000,197540
0,761000,761000,747000,750000,126911
-125.17390513420105,735000,743000,710000,725000,721596
0,724000,732000,720000,725000,261206
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
-125.17390513420105,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,90100,95600,90000,94500,114276
0,94000,97600,93800,96600,100300
1.005317747592926,97500,102500,96800,102000,132920
0,101000,105000,99300,100000,118976
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
33.306531727313995,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,204000,206000,202000,205000,3363
0,205000,206000,202500,204500,3480
1.265354484319687,204500,207000,203500,205500,2392
0,204000,207000,202000,204500,3047
0,204000,206000,202000,205000,3363
0,205000,206000,202500,204500,3480
4.609663307666779,204500,207000,203500,205500,2392
0,204000,207000,202000,204500,3047
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
34.76481491327286,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
2.00779989361763,249000,251500,235500,237000,913273
0,234500,241000,232000,240000,566348
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
2.00779989361763,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
5.040366172790527,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
39.37130969762802,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
1.1940619349479675,249000,251500,235500,237000,913273
0,234500,241000,232000,240000,566348
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
1.1940619349479675,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
43.06426653265953,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
-6.254130095243454,249000,251500,235500,237000,913273
0,234500,241000,232000,240000,566348
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
-6.254130095243454,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,107500,108500,106500,107500,2463248
0,107500,107500,105500,107500,2933797
-22.390464276075363,107000,107500,104000,104000,3602821
0,104500,107500,104000,107000,3386517
0,741000,756000,741000,755000,197540
0,761000,761000,747000,750000,126911
-22.390464276075363,735000,743000,710000,725000,721596
0,724000,732000,720000,725000,261206
0,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
-22.390464276075363,279000,279500,270500,271500,281369
0,272500,278000,269000,273500,314171
0,84500,86400,84100,86200,46995
0,85200,86400,84600,85100,41284
0.4342775344848633,85200,85700,84200,84200,49382
0,83700,85300,83000,84500,41797
0,8780,8900,8740,8740,1223044
0,8710,8830,8710,8730,813287
40.96004304289818,8780,8820,8630,8680,1032759
0,8860,9120,8770,9080,4448917
0,206500,211500,206000,209000,721080
0,208000,211500,208000,209500,472855
0.7824180424213409,210000,211000,206500,208000,416275
0,208000,210000,207000,209000,698398
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-47.15455651283264,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,62400,63900,62300,62800,90856
0,62400,63500,62000,63100,74340
-4.709391355514526,63100,65800,63100,64700,130622
0,64200,65300,63800,64400,84642
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-22.90791055560112,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-6.152011692523956,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,248000,251000,244000,250000,386934
0,250000,255500,247500,249500,458279
-34.60273519158363,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-34.60273519158363,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,127000,133500,126000,130000,9918050
0,126500,130000,122500,124500,8675498
-15.201208412647247,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
0,127000,133500,126000,130000,9918050
0,126500,130000,122500,124500,8675498
-51.55394795536995,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
0,248000,251000,244000,250000,386934
0,250000,255500,247500,249500,458279
-26.44930711388588,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-26.44930711388588,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-28.90848398208618,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,248000,251000,244000,250000,386934
0,250000,255500,247500,249500,458279
-16.142037570476532,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-16.142037570476532,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,248000,251000,244000,250000,386934
0,250000,255500,247500,249500,458279
-26.632265716791153,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-26.632265716791153,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,248000,251000,244000,250000,386934
0,250000,255500,247500,249500,458279
-35.077610433101654,251000,257500,249000,256000,551255
0,258000,261500,244000,248000,772010
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-35.077610433101654,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,127000,133500,126000,130000,9918050
0,126500,130000,122500,124500,8675498
1.1784532964229584,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-28.856425791978836,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,748000,753000,740000,740000,267584
0,734000,747000,727000,747000,312766
-70.9768660068512,744000,748000,729000,734000,243009
0,723000,725000,706000,718000,457453
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
-70.9768660068512,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,93600,95300,93500,94400,139153
0,94300,95600,93400,94800,144676
-70.9768660068512,96200,96900,95500,96600,215211
0,94600,96700,94600,95700,195045
0,127000,133500,126000,130000,9918050
0,126500,130000,122500,124500,8675498
-2.394810676574707,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
0,273500,276500,271000,275500,49177
0,273500,275500,270000,274500,45787
35.728692412376404,273500,281500,273500,276500,83644
0,276500,278000,274000,275000,42319
0,127000,133500,126000,130000,9918050
0,126500,130000,122500,124500,8675498
-127.55984830856323,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
0,273500,276500,271000,275500,49177
0,273500,275500,270000,274500,45787
15.131943494081497,273500,281500,273500,276500,83644
0,276500,278000,274000,275000,42319
0,273500,276500,271000,275500,49177
0,273500,275500,270000,274500,45787
17.12711974978447,273500,281500,273500,276500,83644
0,276500,278000,274000,275000,42319
0,127000,133500,126000,130000,9918050
0,126500,130000,122500,124500,8675498
-3.726089209318161,122500,126000,118000,124000,18895148
0,123500,127500,122000,122500,9078817
0,263000,264500,260500,263000,139228
0,262000,265000,261000,265000,166667
53.9951166510582,265500,270000,264000,268500,220160
0,270500,279500,267000,276000,482333
0,202161,207499,199159,200827,403089
0,204163,222177,201828,219842,1105916
53.9951166510582,212169,215839,195156,197491,1184711
0,200493,204830,198158,199159,381878
0,273500,276500,271000,275500,49177
0,273500,275500,270000,274500,45787
2.0566849410533905,273500,281500,273500,276500,83644
0,276500,278000,274000,275000,42319
0,273500,276500,271000,275500,49177
0,273500,275500,270000,274500,45787
